team,quarter,drive_team,play_count,play_count_team,down,play_type,yards_total,play_result,run_sr,pass_sr,total_sr,run_rate,runner,passer,receiver,tackler_one,tackler_two,tackler_one_credit,tackler_two_credit,play_description
Oklahoma,2Q,3,54,21,2,run,12,successful,0.63,,0.63,0.44,J.Hurts,,,J.McCullough,A.Kamara,0.5,0.5,"1-J.Hurts scrambles to KAN 2 for 12 yards (12-J.McCullough,5-A.Kamara)."
Oklahoma,2Q,3,55,22,1,run,1,successful,0.67,,0.65,0.47,T.Sermon,,,K.Johnson,,1,,4-T.Sermon to KAN 1 for 1 yard (15-K.Johnson).
Oklahoma,2Q,3,56,23,2,run,1,successful,0.70,,0.67,0.50,J.Hurts,,,,,,, 1-J.Hurts runs 1 yard for a touchdown.
Kansas,2Q,5,60,29,1,run,36,explosive,0.29,,0.38,0.54,P.Williams,,,T.Brown,,1,,1-P.Williams to KAN 45 for 36 yards (6-T.Brown).
Kansas,2Q,5,61,30,1,run,0,not successful,0.27,,0.37,0.56,P.Williams,,,B.Asamoah,,1,,1-P.Williams to KAN 45 for no gain (24-B.Asamoah).
Kansas,2Q,5,62,31,2,run,1,not successful,0.25,,0.36,0.57,P.Williams,,,N.Bonitto,,1,,1-P.Williams to KAN 46 for 1 yard (35-N.Bonitto).
Kansas,2Q,5,63,32,3,pass,,not successful,,0.46,0.34,0.55,,C.Stanley,J.Sosinski,,,,,9-C.Stanley incomplete. Intended for 82-J.Sosinski.
Oklahoma,2Q,4,65,24,1,run,3,not successful,0.64,,0.64,0.52,T.Sermon,,,A.Kamara,,1,,4-T.Sermon to OKL 11 for 3 yards (5-A.Kamara).
Oklahoma,2Q,4,66,25,2,pass,24,explosive,,0.64,0.65,0.50,,J.Hurts,N.Basquine,,,,,1-J.Hurts complete to 83-N.Basquine. 83-N.Basquine to OKL 35 for 24 yards.
Oklahoma,2Q,4,67,26,1,pass,17,explosive,,0.67,0.67,0.48,,J.Hurts,J.Hall,E.Hempstead,A.Kamara,0.5,0.5,"1-J.Hurts complete to 27-J.Hall. 27-J.Hall to KAN 48 for 17 yards (3-E.Hempstead,5-A.Kamara)."
Oklahoma,2Q,4,68,27,1,pass,18,explosive,,0.69,0.68,0.46,,J.Hurts,B.Willis,B.Torneden,,1,,1-J.Hurts complete to 81-B.Willis. 81-B.Willis pushed ob at KAN 30 for 18 yards (1-B.Torneden).
Oklahoma,2Q,4,69,28,1,run,2,not successful,0.58,,0.65,0.48,T.Sermon,,,C.Cole,,1,,4-T.Sermon to KAN 28 for 2 yards (94-C.Cole).
Oklahoma,2Q,4,70,29,2,pass,21,explosive,,0.71,0.67,0.46,,N.Basquine,J.Hurts,D.Ferguson,G.Potter,0.5,0.5,"83-N.Basquine complete to 1-J.Hurts. 1-J.Hurts to KAN 7 for 21 yards (7-D.Ferguson,19-G.Potter)."
Oklahoma,2Q,4,72,31,1,pass,-8,not successful,,0.67,0.64,0.44,,J.Hurts,,A.Kamara,,1,,"1-J.Hurts sacked at KAN 25 for -8 yards. Penalty on OKL 52-T.Robinson, Holding, declined. (5-A.Kamara)."
Oklahoma,2Q,4,73,32,2,run,-3,not successful,0.54,,0.62,0.46,C.Lamb,,,D.Ferguson,,1,,2-C.Lamb 1-J.Hurts to KAN 48 for -3 yards (7-D.Ferguson).
Oklahoma,2Q,4,74,33,3,pass,19,explosive,,0.69,0.63,0.45,,J.Hurts,G.Calcaterra,D.Ferguson,,1,,1-J.Hurts complete to 80-G.Calcaterra. 80-G.Calcaterra pushed ob at KAN 29 for 19 yards (7-D.Ferguson).
Kansas,2Q,6,77,34,1,run,3,not successful,0.24,,0.33,0.57,C.Stanley,,,D.Turner-Yell,,1,,9-C.Stanley to KAN 5 for 3 yards (32-D.Turner-Yell).
Kansas,2Q,6,78,35,2,run,2,not successful,0.22,,0.32,0.58,P.Williams,,,K.Murray,,1,,1-P.Williams to KAN 7 for 2 yards (9-K.Murray).
Kansas,2Q,6,79,36,3,run,-5,not successful,0.21,,0.31,0.59,P.Williams,,,N.Gallimore,,1,,1-P.Williams to KAN 2 for -5 yards (90-N.Gallimore).
Oklahoma,2Q,5,81,36,1,pass,10,successful,,0.71,0.65,0.43,,J.Hurts,C.Lamb,,,,, 1-J.Hurts complete to 2-C.Lamb. 2-C.Lamb runs 10 yards for a touchdown.
Kansas,2Q,7,84,38,1,pass,6,successful,,0.50,0.33,0.58,,C.Stanley,P.Williams,N.Bonitto,,1,,9-C.Stanley complete to 1-P.Williams. 1-P.Williams to KAN 31 for 6 yards (35-N.Bonitto).
Kansas,2Q,7,85,39,2,pass,,not successful,,0.47,0.32,0.56,,C.Stanley,A.Parchment,,,,,9-C.Stanley incomplete. Intended for 4-A.Parchment.
Kansas,2Q,7,86,40,3,pass,-5,not successful,,0.44,0.31,0.54,,C.Stanley,K.Lassiter,D.Turner-Yell,,1,,9-C.Stanley complete to 8-K.Lassiter. 8-K.Lassiter to KAN 26 for -5 yards (32-D.Turner-Yell).
Oklahoma,3Q,6,88,37,1,run,1,not successful,0.50,,0.63,0.45,T.Sermon,,,J.McCullough,,1,,4-T.Sermon to OKL 17 for 1 yard (12-J.McCullough).
Oklahoma,3Q,6,89,38,2,pass,,not successful,,0.67,0.61,0.44,,J.Hurts,T.Sermon,,,,,1-J.Hurts incomplete. Intended for 4-T.Sermon.
Oklahoma,3Q,6,90,39,3,run,24,explosive,0.53,,0.62,0.45,J.Hurts,,,M.Lee,,1,,1-J.Hurts scrambles to OKL 41 for 24 yards (11-M.Lee).
Oklahoma,3Q,6,91,40,1,pass,8,successful,,0.68,0.63,0.44,,J.Hurts,N.Basquine,J.McCullough,B.Torneden,0.5,0.5,"1-J.Hurts complete to 83-N.Basquine. 83-N.Basquine to OKL 49 for 8 yards (12-J.McCullough,1-B.Torneden)."
Oklahoma,3Q,6,92,41,2,run,7,successful,0.56,,0.64,0.46,J.Hurts,,,J.McCullough,,1,,1-J.Hurts to KAN 44 for 7 yards (12-J.McCullough).
Oklahoma,3Q,6,93,42,1,run,9,successful,0.59,,0.65,0.47,T.Sermon,,,B.Torneden,,1,,4-T.Sermon to KAN 35 for 9 yards (1-B.Torneden).
Oklahoma,3Q,6,94,43,2,pass,11,successful,,0.70,0.66,0.46,,J.Hurts,J.Haselwood,H.Defense,,1,,1-J.Hurts complete to 11-J.Haselwood. 11-J.Haselwood to KAN 24 for 11 yards (13-H.Defense).
Oklahoma,3Q,6,96,45,1,run,19,explosive,0.61,,0.67,0.47,T.Sermon,,,B.Torneden,,1,,4-T.Sermon to KAN 10 for 19 yards (1-B.Torneden).
Oklahoma,3Q,6,97,46,1,run,5,successful,0.63,,0.68,0.49,R.Stevenson,,,N.Stevens-McKenzie,,1,,29-R.Stevenson to KAN 5 for 5 yards (9-N.Stevens-McKenzie).
Oklahoma,3Q,6,98,47,2,run,5,successful,0.65,,0.68,0.50,J.Hurts,,,,,,, 1-J.Hurts runs 5 yards for a touchdown.
Kansas,3Q,8,101,41,1,pass,,not successful,,0.41,0.31,0.53,,C.Stanley,D.Charlot,,,,,9-C.Stanley incomplete. Intended for 2-D.Charlot.
Kansas,3Q,8,102,42,2,pass,,not successful,,0.39,0.30,0.51,,C.Stanley,S.Robinson,,,,,9-C.Stanley incomplete. Intended for 5-S.Robinson.
Kansas,3Q,8,103,43,3,run,4,not successful,0.20,,0.29,0.53,C.Stanley,,,K.Murray,,1,,9-C.Stanley scrambles to KAN 29 for 4 yards (9-K.Murray).
Oklahoma,3Q,7,105,48,1,run,19,explosive,0.67,,0.69,0.51,J.Hurts,,,,,,,1-J.Hurts runs ob at OKL 36 for 19 yards.
Oklahoma,3Q,7,106,49,1,pass,,not successful,,0.67,0.67,0.50,,J.Hurts,J.Haselwood,,,,,1-J.Hurts incomplete. Intended for 11-J.Haselwood.
Oklahoma,3Q,7,107,50,2,pass,11,successful,,0.68,0.68,0.49,,J.Hurts,J.Hall,E.Hempstead,,1,,1-J.Hurts complete to 27-J.Hall. 27-J.Hall to OKL 47 for 11 yards (3-E.Hempstead).
Oklahoma,3Q,7,108,51,1,run,35,explosive,0.68,,0.69,0.50,R.Stevenson,,,C.Harris,,1,,29-R.Stevenson to KAN 18 for 35 yards (2-C.Harris).
Oklahoma,3Q,7,109,52,1,run,-1,not successful,0.65,,0.67,0.51,J.Hurts,,,,,,,1-J.Hurts runs ob at KAN 19 for -1 yard.
Oklahoma,3Q,7,110,53,2,run,4,not successful,0.63,,0.66,0.52,R.Stevenson,,,J.Brown,,1,,29-R.Stevenson to KAN 15 for 4 yards (90-J.Brown).
Oklahoma,3Q,7,111,54,3,pass,15,explosive,,0.70,0.67,0.51,,J.Hurts,T.Sermon,,,,, 1-J.Hurts complete to 4-T.Sermon. 4-T.Sermon runs 15 yards for a touchdown.
Kansas,3Q,9,114,45,1,run,4,not successful,0.19,,0.28,0.54,P.Williams,,,K.Murray,J.Terry,0.5,0.5,"1-P.Williams to KAN 32 for 4 yards (9-K.Murray,40-J.Terry)."
Kansas,3Q,9,115,46,2,run,3,not successful,0.18,,0.28,0.55,P.Williams,,,J.Terry,,1,,1-P.Williams to KAN 35 for 3 yards (40-J.Terry).
Kansas,3Q,9,116,47,3,pass,11,successful,,0.42,0.29,0.54,,C.Stanley,D.Charlot,P.Motley,,1,,9-C.Stanley complete to 2-D.Charlot. 2-D.Charlot to KAN 46 for 11 yards (11-P.Motley).
Kansas,3Q,9,117,48,1,run,2,not successful,0.17,,0.29,0.55,C.Stanley,,,R.Jones,,1,,9-C.Stanley to KAN 48 for 2 yards (21-R.Jones).
Kansas,3Q,9,118,49,2,run,16,explosive,0.21,,0.30,0.56,P.Williams,,,D.White,,1,,1-P.Williams to OKL 36 for 16 yards (23-D.White).
Kansas,3Q,9,119,50,1,run,0,not successful,0.20,,0.30,0.57,P.Williams,,,,,,,1-P.Williams to OKL 36 for no gain.
Kansas,3Q,9,121,52,2,pass,-8,not successful,,0.40,0.29,0.56,,C.Stanley,,B.Asamoah,,1,,9-C.Stanley sacked at OKL 44 for -8 yards (24-B.Asamoah).
Kansas,3Q,9,122,53,3,pass,,not successful,,0.38,0.28,0.54,,C.Stanley,A.Parchment,,,,,"9-C.Stanley incomplete. Intended for 4-A.Parchment. Penalty on KAN 4-A.Parchment, Ineligible player downfield during passing down, declined."
Oklahoma,3Q,8,124,55,1,run,4,not successful,0.60,,0.65,0.52,R.Stevenson,,,N.Stevens-McKenzie,,1,,29-R.Stevenson to OKL 20 for 4 yards (9-N.Stevens-McKenzie).
Oklahoma,3Q,8,125,56,2,pass,,not successful,,0.67,0.64,0.51,,J.Hurts,C.Rambo,,,,,1-J.Hurts incomplete. Intended for 14-C.Rambo.
Oklahoma,3Q,8,126,57,3,pass,10,successful,,0.68,0.65,0.50,,J.Hurts,C.Rambo,,,,,1-J.Hurts complete to 14-C.Rambo. 14-C.Rambo to OKL 30 for 10 yards.
Oklahoma,3Q,8,127,58,1,pass,5,successful,,0.69,0.65,0.49,,J.Hurts,T.Sermon,K.Mayberry,C.Cole,0.5,0.5,"1-J.Hurts complete to 4-T.Sermon. 4-T.Sermon to OKL 35 for 5 yards (8-K.Mayberry,94-C.Cole)."
Oklahoma,4Q,9,128,59,2,pass,,not successful,,0.67,0.64,0.48,,J.Hurts,T.Sermon,,,,,"1-J.Hurts incomplete. Intended for 4-T.Sermon, INTERCEPTED by 9-N.Stevens-McKenzie at KAN 34. 9-N.Stevens-McKenzie to KAN 34 for no gain."
Kansas,4Q,10,129,55,1,pass,3,not successful,,0.36,0.28,0.53,,C.Stanley,P.Williams,K.Murray,,1,,9-C.Stanley complete to 1-P.Williams. 1-P.Williams to KAN 37 for 3 yards (9-K.Murray).
Kansas,4Q,10,130,56,2,run,6,successful,0.23,,0.29,0.54,P.Williams,,,D.Turner-Yell,,1,,1-P.Williams to KAN 43 for 6 yards (32-D.Turner-Yell).
Kansas,4Q,10,131,57,3,run,9,successful,0.26,,0.31,0.55,P.Williams,,,K.Mann,,1,,1-P.Williams to OKL 48 for 9 yards (55-K.Mann).
Kansas,4Q,10,132,58,1,run,1,not successful,0.25,,0.30,0.56,V.Gardner,,,B.Asamoah,,1,,18-V.Gardner to OKL 47 for 1 yard (24-B.Asamoah).
Kansas,4Q,10,134,60,2,pass,12,successful,,0.39,0.31,0.55,,C.Stanley,A.Parchment,P.Motley,,1,,9-C.Stanley complete to 4-A.Parchment. 4-A.Parchment to OKL 40 for 12 yards (11-P.Motley).
Kansas,4Q,10,135,61,3,run,1,not successful,0.24,,0.31,0.56,P.Williams,,,N.Gallimore,,1,,1-P.Williams to OKL 39 for 1 yard (90-N.Gallimore).
Kansas,4Q,10,136,62,4,pass,,not successful,,0.38,0.30,0.55,,C.Stanley,J.Luavasa,,,,,9-C.Stanley incomplete. Intended for 87-J.Luavasa.
Oklahoma,4Q,10,137,60,1,run,61,explosive,0.62,,0.65,0.49,R.Stevenson,,,,,,, 29-R.Stevenson runs 61 yards for a touchdown.
Kansas,4Q,11,140,63,1,no play,15,successful,,,0.31,,,,,,,,,"9-C.Stanley incomplete. Intended for 4-A.Parchment. Penalty on OKL 38-B.Mead, Roughing the passer, 15 yards, enforced at KAN 25. No Play."
Kansas,4Q,11,141,64,1,pass,11,successful,,0.40,0.33,0.54,,C.Stanley,A.Parchment,D.Turner-Yell,,1,,9-C.Stanley complete to 4-A.Parchment. 4-A.Parchment to OKL 49 for 11 yards (32-D.Turner-Yell).
Kansas,4Q,11,142,65,1,no play,10,successful,,,0.34,,,,,,,,,"9-C.Stanley incomplete. INTERCEPTED by 25-J.Broiles at OKL 27. 25-J.Broiles to KAN 19 for 54 yards. Penalty on OKL 25-J.Broiles, Holding, 10 yards, enforced at OKL 49. No Play."
Kansas,4Q,11,143,66,1,pass,39,explosive,,0.42,0.35,0.53,,C.Stanley,S.Robinson,,,,, 9-C.Stanley complete to 5-S.Robinson. 5-S.Robinson runs 39 yards for a touchdown.
Oklahoma,4Q,11,147,62,1,pass,14,successful,,0.68,0.65,0.48,,T.Mordecai,D.Stoops,R.Thomas,,1,,15-T.Mordecai complete to 12-D.Stoops. 12-D.Stoops to OKL 34 for 14 yards (24-R.Thomas).
Oklahoma,4Q,11,148,63,2,no play,15,successful,,,0.66,,,,,D.Moragne,,1,,"24-B.Asamoah to OKL 31 for -3 yards (97-D.Moragne). Penalty on KAN 97-D.Moragne, Facemasking, 15 yards, enforced at OKL 34. No Play."
Oklahoma,4Q,11,149,64,1,run,-1,not successful,0.59,,0.65,0.49,T.Mordecai,,,D.Ford,,1,,15-T.Mordecai to OKL 48 for -1 yard (27-D.Ford).
Oklahoma,4Q,11,150,65,2,run,8,successful,0.61,,0.66,0.50,T.Mordecai,,,K.Johnson,,1,,15-T.Mordecai to KAN 44 for 8 yards (15-K.Johnson).
Oklahoma,4Q,11,151,66,3,pass,14,successful,,0.69,0.66,0.49,,T.Mordecai,T.Bridges,,,,,15-T.Mordecai complete to 8-T.Bridges. 8-T.Bridges to KAN 30 for 14 yards.
Oklahoma,4Q,11,152,67,1,run,6,successful,0.62,,0.67,0.50,M.Major,,,R.Thomas,,1,,24-M.Major to KAN 24 for 6 yards (24-R.Thomas).
Oklahoma,4Q,11,153,68,2,run,5,successful,0.63,,0.67,0.51,M.Major,,,D.Ferguson,,1,,24-M.Major to KAN 19 for 5 yards (7-D.Ferguson).
Oklahoma,4Q,11,154,69,1,run,4,not successful,0.61,,0.66,0.52,M.Major,,,J.Dineen,,1,,24-M.Major to KAN 15 for 4 yards (43-J.Dineen).
Oklahoma,4Q,11,155,70,2,run,0,not successful,0.59,,0.65,0.52,M.Major,,,C.Cole,,1,,24-M.Major to KAN 15 for no gain (94-C.Cole).
Oklahoma,4Q,11,156,71,3,pass,,not successful,,0.67,0.64,0.52,,T.Mordecai,T.Wease,,,,,15-T.Mordecai incomplete. Intended for 10-T.Wease.
Kansas,4Q,12,159,67,1,pass,5,successful,,0.44,0.36,0.52,,C.Stanley,P.Williams,P.Fields,,1,,9-C.Stanley complete to 1-P.Williams. 1-P.Williams to KAN 35 for 5 yards (10-P.Fields).
Kansas,4Q,12,160,68,2,pass,,not successful,,0.43,0.36,0.51,,C.Stanley,S.Robinson,,,,,9-C.Stanley incomplete. Intended for 5-S.Robinson.
Kansas,4Q,12,161,69,3,pass,11,successful,,0.45,0.37,0.50,,C.Stanley,A.Parchment,,,,,9-C.Stanley complete to 4-A.Parchment. 4-A.Parchment to KAN 46 for 11 yards.
Kansas,4Q,12,162,70,1,pass,37,explosive,,0.47,0.38,0.49,,C.Stanley,S.Robinson,P.Motley,,1,,9-C.Stanley complete to 5-S.Robinson. 5-S.Robinson pushed ob at OKL 17 for 37 yards (11-P.Motley).
Kansas,4Q,12,163,71,1,pass,-7,not successful,,0.45,0.37,0.48,,C.Stanley,,P.Fields,,1,,9-C.Stanley sacked at OKL 24 for -7 yards (10-P.Fields).
Kansas,4Q,12,164,72,2,pass,24,explosive,,0.47,0.38,0.48,,C.Stanley,S.Robinson,,,,, 9-C.Stanley complete to 5-S.Robinson. 5-S.Robinson runs 24 yards for a touchdown.
Oklahoma,4Q,12,167,73,1,run,11,successful,0.61,,0.65,0.52,T.Pledger,,,C.Harris,,1,,22-T.Pledger to KAN 38 for 11 yards (2-C.Harris).
Oklahoma,4Q,12,168,74,1,run,7,successful,0.62,,0.65,0.53,T.Pledger,,,S.Parker,,1,,22-T.Pledger to KAN 31 for 7 yards (14-S.Parker).
Oklahoma,4Q,12,169,75,2,run,0,not successful,0.60,,0.64,0.54,B.Willis,,,R.Thomas,D.Ford,0.5,0.5,"81-B.Willis to KAN 31 for no gain (24-R.Thomas,27-D.Ford)."
Oklahoma,4Q,12,170,76,3,pass,5,successful,,0.68,0.65,0.53,,T.Mordecai,T.Bridges,C.Harris,,1,,15-T.Mordecai complete to 8-T.Bridges. 8-T.Bridges to KAN 26 for 5 yards (2-C.Harris).
Oklahoma,4Q,12,171,77,1,run,12,successful,0.61,,0.65,0.54,T.Pledger,,,K.Johnson,D.Ferguson,0.5,0.5,"22-T.Pledger to KAN 14 for 12 yards (15-K.Johnson,7-D.Ferguson)."
